Portfolio,Asset1,Asset2,Asset3,Asset4
2.6693,-3.5796,4.7194,8.0153,-6.4858
4.9735,0.531,-1.827,1.2585,5.011
7.403,-0.3243,-4.7899,2.7466,9.7707
7.2419,1.6262,-7.3081,-0.7261,13.6499
12.3635,-6.8358,-7.392,12.8145,13.7769
11.3247,-6.3355,-5.8278,12.1015,11.3865
12.5581,-7.845,-6.9836,14.229,13.1577
15.1531,-10.8779,-10.1341,18.3158,17.8493
14.5741,-10.1304,-9.4051,17.3292,16.7804
13.3815,-8.1239,-8.4003,14.6147,15.291
13.2154,-8.2729,-7.9523,14.8199,14.6206
11.953,-13.5095,-2.745,21.697,6.5105
10.3995,-12.0287,-0.9664,19.8111,3.5835
10.9904,-17.562,0.1056,26.6731,1.7738
8.9115,-8.8194,-0.3012,15.5672,2.4648
11.5139,-16.4095,-1.0018,25.2825,3.6427
11.1666,-15.2699,-0.8626,23.8892,3.4099
10.4774,-16.466,0.5087,25.3512,1.0836
10.4747,-17.7337,0.871,26.8787,0.4586
9.3887,-13.0034,0.8636,21.057,0.4714
10.9356,-15.3294,-0.503,23.9624,2.8056
9.5371,-13.2614,0.7545,21.3839,0.6602
10.7189,-16.5027,0.1811,25.3956,1.6449
10.0163,-13.6233,0.2187,21.8403,1.5807
11.1527,-11.626,-2.3019,19.2909,5.7896
9.715,-7.4876,-2.2757,13.7315,5.7468
10.3542,-8.5344,-2.656,15.1785,6.3661
10.4549,-8.491,-2.8439,15.1192,6.6707
10.0176,-8.3988,-2.2008,14.9928,5.6244
11.9978,-13.5745,-2.7901,21.7789,6.5836
11.8076,-12.0309,-3.1663,19.814,7.1909
11.0974,-7.9068,-4.2835,14.3147,8.973
7.1501,-2.8824,-1.6973,6.9325,4.7972
7.5288,-3.5484,-1.7125,7.9673,4.8223
7.8233,-5.9049,-0.4218,11.4814,2.6686
7.7054,-4.9543,-0.8967,10.0895,3.4669
8.4687,-5.9592,-1.3432,11.5599,4.2112
10.3197,-7.7804,-3.0619,14.1393,7.0227
12.8202,-12.2728,-4.7679,20.1249,9.736
12.4,-10.2428,-5.1149,17.4785,10.2792
11.7383,-10.001,-4.0994,17.1572,8.6815
13.1392,-19.9595,-2.4585,29.5121,6.0451
14.5409,-23.0334,-3.9816,33.0614,8.4945
14.2805,-21.5298,-3.9145,31.3369,8.3879
12.6151,-15.7719,-2.933,24.5054,6.8147
11.665,-13.4441,-2.3126,21.6146,5.8071
12.8186,-14.604,-3.7177,23.0659,8.0743
10.3605,-11.3309,-1.2159,18.9078,3.9996
7.8165,-5.5839,-0.624,11.0151,3.0094
7.2138,-4.6319,-0.4057,9.61,2.6415
5.9396,-2,-0.6613,5.5288,3.0721
6.9161,-2.7688,-1.4387,6.7539,4.3697
8.3811,-4.1779,-2.5302,8.9275,6.1617
6.3679,-3.8198,0.2117,8.3834,1.5926
7.2367,-7.1581,1.1487,13.2695,-0.0233
7.6256,-8.8518,1.4958,15.6114,-0.6298
2.8277,-3.6921,4.6083,8.1881,-6.2765
1.8741,-1.3189,4.0977,4.4175,-5.3223
2.2277,0.1481,2.4269,1.9309,-2.2782
-1.2606,2.1749,4.6186,-1.7581,-6.2959
-4.4576,4.9638,4.8925,-7.5009,-6.813
-0.2195,2.9896,2.4457,-3.343,-2.3118
-6.4782,5.0617,6.9026,-7.7209,-10.7215
-8.5157,7.459,5.3104,-13.6766,-7.6086
-14.0509,10.0693,4.9113,-22.183,-6.8485
-15.2941,10.3907,5.1975,-23.4895,-7.3927
-14.4196,10.7638,2.6959,-25.1186,-2.7607
-0.0881,4.2746,0.4576,-5.9917,1.1713
-0.2472,4.0923,0.9606,-5.6036,0.3035
3.9184,1.6949,-1.6625,-0.8539,4.7399
5.1509,0.3731,-1.9149,1.5371,5.1557
-2.8385,6.2292,0.7687,-10.4719,0.6355
1.7785,5.4076,-4.6169,-8.5109,9.4988
5.0031,2.4134,-4.4831,-2.2152,9.2881
3.5059,2.8794,-2.7221,-3.1247,6.4733
4.4633,1.7189,-2.5485,-0.8986,6.1915
4.9307,-0.6295,-0.4911,3.2657,2.7855
-7.0259,8.0963,2.1377,-15.4972,-1.7627
-7.5305,7.636,3.8302,-14.1697,-4.827
-7.7191,7.553,4.2258,-13.9373,-5.5606
-6.5176,6.1249,5.4503,-10.2159,-7.8769
-8.0224,6.6474,6.2174,-11.5217,-9.3654
-10.3728,8.1877,5.8423,-15.769,-8.6337
-14.3217,9.6469,6.467,-20.5791,-9.8565
-9.9194,7.678,6.3846,-14.2881,-9.6939
-1.9223,2.9855,4.4997,-3.3349,-6.0727
-2.2997,3.596,4.2171,-4.5685,-5.5444
-0.0976,0.9226,4.5077,0.5597,-6.0876
-1.0072,2.359,4.1339,-2.1106,-5.3895
-2.1815,2.2001,5.6112,-1.8063,-8.1865
3.2106,-2.1864,3.1502,5.8287,-3.5819
4.1146,-5.4941,4.1566,10.8839,-5.4318
3.5745,-7.2658,5.6168,13.4209,-8.1973
2.3794,-7.3122,6.8779,13.4859,-10.6722
3.5825,-8.2637,6.0217,14.8073,-8.9827
-2.1294,0.8784,6.7293,0.6391,-10.3762
3.3448,-2.3088,3.0758,6.0246,-3.4468
1.6908,0.9714,2.301,0.4718,-2.0534
4.3972,-2.3839,1.798,6.1443,-1.1612
2.9748,-0.862,2.3879,3.6574,-2.2084
2.0518,0.3518,2.4562,1.5744,-2.3306
0.2885,2.7154,2.1373,-2.8023,-1.762
2.3413,2.5527,-0.4605,-2.4848,2.734
9.5067,-1.9345,-6.6854,5.4231,12.7035
10.6251,-4.1068,-6.4847,8.8199,12.3967
11.0311,-4.9703,-6.4398,10.1132,12.328
7.1643,-2.1603,-2.3813,5.7868,5.9191
2.8611,-0.1289,1.8735,2.4111,-1.2945
1.9216,0.8383,2.1413,0.7111,-1.7691
2.4783,1.3202,0.8841,-0.1621,0.436
0.2012,2.1234,2.9416,-1.6602,-3.2037
2.736,0.7059,1.2066,0.9478,-0.1242
-0.0978,1.7762,3.6778,-1.0055,-4.5462
2.1978,-1.0564,3.5099,3.9823,-4.2381
2.2288,-0.2768,2.8145,2.6653,-2.9741
2.7752,-1.5097,3.1685,4.7314,-3.6151
4.2495,-4.6045,3.4939,9.5689,-4.2088
5.5939,-5.7859,2.5254,11.3089,-2.4545
4.8585,-6.7171,3.917,12.6461,-4.9875
4.0637,-8.5432,5.6201,15.1906,-8.2037
3.4049,-7.0507,5.7048,13.1182,-8.3674
0.4313,-4.7831,7.688,9.8353,-12.3089
4.601,-8.1276,4.8597,14.6198,-6.7509
-0.2893,-4.2821,8.1332,9.0849,-13.2253
-2.4046,-2.0664,8.9358,5.6358,-14.9098
-0.7823,-0.2663,6.2332,2.6472,-9.3965
3.1258,0.3013,1.1,1.6631,0.0614
2.6397,1.5607,0.3811,-0.6048,1.3026
1.1732,3.2149,0.2856,-3.7935,1.4662
3.204,2.7022,-1.973,-2.7763,5.2511
-0.5753,6.5561,-3.3862,-11.2894,7.5441
2.9855,5.7393,-7.6851,-9.2878,14.2191
3.6659,5.0009,-7.1282,-7.5841,13.3773
5.9807,3.5785,-8.4899,-4.5324,15.4245
9.0296,0.4181,-8.9409,1.4578,16.0946
5.961,1.1161,-4.1898,0.2099,8.8247
0.7453,2.5411,1.759,-2.4624,-1.0924
7.2439,-1.2897,-3.3966,4.3694,7.5608
9.1886,-3.0393,-4.9117,7.1781,9.9615
10.1282,-3.3789,-6.2768,7.7059,12.078
12.8183,-10.7,-5.6039,18.0822,11.04
11.5113,-11.8212,-2.783,19.5435,6.572
9.7486,-8.7834,-1.5648,15.5183,4.5785
9.2379,-8.1582,-1.1414,14.6619,3.8755
7.4906,-4.2025,-1.1328,8.9647,3.8612
8.349,-5.0291,-1.8175,10.2002,4.9954
10.3865,-6.209,-4.2595,11.92,8.935
9.0047,-7.1355,-1.3954,13.2377,4.2979
9.5294,-9.8162,-0.6965,16.9109,3.1312
7.2789,-7.7954,1.4319,14.1601,-0.5178
7.8939,-11.6974,2.3517,19.3835,-2.1439
6.4663,-8.8679,2.9871,15.6332,-3.2861
7.0675,-8.7455,2.1746,15.4667,-1.8284
6.4448,-9.7272,3.3793,16.7918,-3.9991
6.1292,-8.9941,3.4534,15.8045,-4.1347
6.1454,-8.8835,3.3861,15.6544,-4.0116
2.1834,-4.9063,5.9876,10.0184,-8.9162
1.463,-2.3693,5.3001,6.1211,-7.5889
0.6303,-0.7203,5.0575,3.4192,-7.126
2.5451,-1.6755,3.5745,5.0026,-4.3565
4.4207,-0.2173,-0.1734,2.5631,2.2483
6.834,-2.4343,-1.611,6.2246,4.6547
3.8813,1.3234,-1.1288,-0.1679,3.8545
3.5197,3.8868,-4.4814,-5.1711,9.2854
5.8391,2.1542,-5.5449,-1.7187,10.9485
9.0513,-0.6319,-7.4479,3.2698,13.8613
12.2997,-4.601,-9.3246,9.5636,16.6616
12.5809,-6.2814,-8.2942,12.024,15.1326
11.7954,-4.3867,-8.5003,9.2424,15.4401
11.8901,-5.5818,-7.5394,11.0119,13.9994
8.8422,-3.3629,-4.0004,7.6812,8.5244
8.2101,-2.727,-3.5374,6.6882,7.7863
8.2906,-4.761,-1.9281,9.8024,5.1773
5.1261,-1.3927,-0.037,4.5393,2.0166
1.7447,2.0886,0.9795,-1.594,0.2706
1.888,1.5372,1.4347,-0.5612,-0.5227
-1.4229,5.2292,0.7072,-8.101,0.7418
-3.2998,7.3462,-1.1212,-13.3667,3.842
-3.5732,7.3566,-0.7415,-13.3951,3.2067
-0.9516,6.0813,-1.6613,-10.1095,4.7379
-1.1652,6.2706,-1.7564,-10.5742,4.8948
-4.2214,8.1689,-2.0425,-15.713,5.3651
-5.5573,8.7908,-1.9965,-17.6412,5.2897
-3.1718,7.1958,-0.9285,-12.9592,3.5201
-1.039,5.3812,-0.1089,-8.4501,2.1387
-8.1016,8.9291,1.2355,-18.0916,-0.1746
-4.4701,7.2038,0.9023,-12.9806,0.4044
-2.8037,5.4676,2.1328,-8.6501,-1.754
0.9933,3.3339,0.3679,-4.0337,1.3252
-7.6154,5.7267,7.1665,-9.2577,-11.2509
-12.4977,6.7803,10.1663,-11.8634,-17.5809
-15.7314,7.9854,11.0678,-15.1712,-19.6134
-6.8972,2.0407,10.1828,-1.5033,-17.6175
-11.2883,5.2686,10.9281,-8.1912,-19.2938
-10.63,5.4898,10.1691,-8.7018,-17.5872
-8.9991,4.6668,9.6733,-6.842,-16.4972
-10.613,5.8099,9.7946,-9.4554,-16.762
-13.5133,7.7139,9.6848,-14.3897,-16.5222
-16.1984,9.1941,9.3215,-18.9789,-15.7351
-16.5445,10.5943,5.8264,-24.3623,-8.603
-8.1045,8.7714,1.7113,-17.5788,-1.0085
-2.0888,6.1387,-0.0978,-10.2497,2.12
-15.8686,11.1257,2.8086,-26.8393,-2.9635
-15.3763,11.2795,1.3637,-27.621,-0.3985
-13.4614,10.794,1.3155,-25.2567,-0.3142
-13.4872,10.6039,2.2171,-24.4044,-1.9039
-13.4635,10.1433,3.9872,-22.4766,-5.1174
-15.331,9.9661,6.5977,-21.7799,-10.1148
-20.3711,11.0775,7.9035,-26.601,-12.751
-11.6493,9.128,5.0065,-18.7546,-7.0292
-2.431,4.4918,3.1883,-6.46,-3.6511
-4.2781,5.0524,4.5654,-7.6999,-6.1959
2.5762,0.3744,1.7583,1.5347,-1.0912
9.3623,-8.0664,-1.3815,14.5354,4.2748
10.1794,-10.6218,-1.2736,17.9792,4.0955
9.5188,-10.5592,-0.3267,17.8967,2.508
10.1825,-9.9433,-1.6135,17.0804,4.659
12.6241,-14.2602,-3.5329,22.6381,7.7792
12.3995,-17.2405,-2.0901,26.2869,5.4431
11.4283,-16.7375,-0.7716,25.6801,3.2572
3.59,-1.1535,1.8464,4.1437,-1.2467
-2.6219,5.6739,1.5341,-9.133,-0.6969
-0.8833,4.2602,1.5605,-5.9608,-0.7433
-7.0917,8.0974,2.2194,-15.5005,-1.9079
-12.0763,10.3829,1.3205,-23.4567,-0.323
-5.8625,8.6474,-1.05,-17.183,3.7232
-7.0774,8.7332,0.4343,-17.4562,1.2113
-11.688,10.3807,0.8033,-23.4478,0.5758
-16.1572,11.6873,-0.1046,-29.8714,2.1315
-12.2608,11.08,-1.9648,-26.6137,5.2377
-3.9894,8.5484,-3.6795,-16.8718,8.0135
3.0072,3.9789,-3.778,-5.3642,8.1706
-0.7103,6.3599,-2.6811,-10.796,6.4069
0.1594,4.2995,0.0692,-6.045,1.8358
0.2251,3.4248,1.2924,-4.2182,-0.2739
-5.3289,6.8888,2.7052,-12.1455,-2.7774
-3.1251,6.154,1.3063,-10.2872,-0.2982
-3.2983,5.5274,2.6605,-8.7893,-2.697
6.1838,-5.0068,1.2858,10.1673,-0.2624
8.7077,-7.3089,-0.8449,13.4813,3.3801
3.6704,-0.8024,1.4301,3.5573,-0.5146
1.9276,1.0645,1.8988,0.3036,-1.3393
1.9287,0.6975,2.2745,0.9628,-2.0061
3.2326,-0.2774,1.5254,2.6663,-0.6817
1.6951,1.9678,1.1925,-1.3655,-0.0997
4.852,-1.5183,0.4635,4.7456,1.1613
4.2993,-0.0969,-0.124,2.3559,2.1644
2.1304,3.0994,-0.9304,-3.562,3.5233
-8.9687,9.5223,0.4474,-20.1273,1.1889
-10.0667,8.9359,3.7019,-18.1138,-4.5906
-8.0261,8.5384,2.2647,-16.8404,-1.9887
-3.6986,6.7814,0.7933,-11.8664,0.5931
-0.4287,5.3838,-1.0057,-8.4559,3.6491
5.5183,3.7962,-8.0241,-4.9822,14.7284
-11.3263,11.68,-8.2606,-29.828,15.0823
-17.5234,12.6696,-8.223,-36.9962,15.0261
-13.3424,11.9306,-6.8274,-31.3656,12.92
-4.09,9.5061,-7.565,-20.0691,14.0381
0.0293,7.5267,-7.3565,-13.8641,13.7232
-6.7088,10.3102,-6.9092,-23.1543,13.0445
-5.8757,10.1747,-7.7209,-22.6025,14.273
-10.0197,11.1006,-5.8939,-26.715,11.4886
-7.2255,9.9016,-3.7985,-21.5319,8.2033
-14.9996,10.8529,3.0179,-25.5286,-3.3418
4.4227,-5.2396,3.6539,10.5108,-4.5024
7.7038,-12.1265,2.7484,19.9369,-2.8551
6.2105,-9.8351,3.704,16.9361,-4.5944
3.3813,-2.4471,3.1317,6.2449,-3.5482
3.7145,-2.6337,2.8555,6.5408,-3.0481
3.8929,-2.9424,2.8538,7.0267,-3.0451
2.629,-1.4952,3.3352,4.7077,-3.9187
5.1058,-5.3378,2.8787,10.655,-3.0901
-0.5196,2.9291,2.8964,-3.2231,-3.122
-1.1501,3.514,2.9439,-4.4002,-3.2078
-1.3436,5.4501,0.1955,-8.6095,1.6203
-8.5853,8.1613,3.9003,-15.6904,-4.9565
-6.4241,7.9062,1.8322,-14.9409,-1.2216
-2.6125,6.6576,-0.4667,-11.5478,2.7444
-4.0909,7.0988,0.6232,-12.6995,0.8866
-6.3,8.8795,-1.1647,-17.9292,3.9143
-7.4597,9.5389,-1.8334,-20.1868,5.0217
-2.6476,7.7613,-3.3159,-14.5244,7.4314
0.2429,6.8202,-5.5194,-11.9667,10.9089
3.4225,5.201,-7.1461,-8.0369,13.4044
1.5979,5.9565,-5.6263,-9.807,11.0746
6.9016,2.6008,-8.3771,-2.5785,15.2564
2.0553,6.2785,-7.3644,-10.5939,13.7351
2.5406,5.3806,-5.9195,-8.4485,11.5281
6.6965,3.6456,-10.1474,-4.6705,17.8688
10.6334,-2.9875,-7.6649,7.0971,14.1886
12.5846,-11.916,-4.5348,19.6659,9.3695
10.235,-6.6446,-3.684,12.543,8.0206
10.6352,-7.9498,-3.4738,14.3743,7.6845
8.1921,-6.2042,-0.7678,11.9132,3.2509
8.8586,-9.2819,0.0097,16.1938,1.9371
7.6597,-7.3925,0.7006,13.5984,0.7531
9.2834,-10.397,-0.0631,17.6826,2.0609
6.5496,-6.8459,1.8894,12.8287,-1.3227
3.423,-1.9448,2.705,5.4398,-2.7769
-2.7444,5.0524,2.7361,-7.7,-2.8329
-4.2212,7.2767,0.3867,-13.1776,1.2931
-4.08,6.6253,1.6361,-11.4653,-0.876
-6.1646,7.0154,3.4781,-12.4783,-4.1799
-7.4111,7.9627,2.95,-15.1049,-3.2188
-9.253,8.8701,2.8951,-17.8985,-3.1197
-8.9076,8.9877,2.1188,-18.285,-1.729
-4.6904,7.1297,1.3682,-12.7819,-0.4064
-1.3361,5.6564,-0.2084,-9.0918,2.3076
-1.9116,4.6149,2.3595,-6.7282,-2.1578
-1.5436,3.7525,3.1171,-4.8916,-3.5217
0.3327,2.2555,2.6284,-1.9119,-2.6392
-7.8382,8.1473,3.0338,-15.6487,-3.3706
-10.9694,9.2913,3.7718,-19.3132,-4.7193
-19.0551,8.8643,12.1795,-17.8796,-22.2193
-18.5059,7.9148,13.156,-14.9656,-24.611
-13.6096,6.5637,11.3126,-11.3086,-20.1773
-18.2453,8.2873,12.4795,-16.0689,-22.9431
-15.8603,7.517,11.8175,-13.837,-21.3578
-10.5481,4.6422,10.9565,-6.7881,-19.3587
-0.6707,-2.0847,7.3304,5.6652,-11.5816
0.9629,-4.217,6.8903,8.9866,-10.697
3.8375,-12.9411,7.2795,20.978,-11.4789
8.5292,-21.7435,4.1977,31.5833,-5.5083
18.1422,-24.9715,-10.4483,35.2549,18.3071
18.4669,-25.6712,-10.9813,36.0395,19.0799
16.4236,-20.3386,-8.231,29.955,15.0382
17.6971,-23.2828,-9.9592,33.3454,17.5936
15.5033,-19.6549,-6.6568,29.1551,12.6598
14.5154,-13.3693,-7.3523,21.5202,13.7168
9.7967,-8.3147,-1.9045,14.8773,5.1386
4.0914,0.0501,0.0195,2.1014,1.9204
2.7188,3.3202,-2.1708,-4.006,5.5754
1.9488,3.4112,-1.1324,-4.1905,3.8605
1.1409,4.7969,-2.2787,-7.129,5.7517
1.3785,4.9468,-2.9539,-7.4629,6.8484
1.0903,5.2394,-3.0856,-8.1243,7.0609
-1.6351,5.9415,-0.3456,-9.7708,2.5398
0.0697,4.9269,-0.8831,-7.4182,3.4441
1.0691,3.317,0.286,-3.9995,1.4656
1.5416,4.6357,-2.6073,-6.7738,6.287
4.8839,0.9169,-2.1591,0.57,5.5562
9.8166,-6.4569,-3.1231,12.2752,7.1213
7.1999,-3.6173,-1.156,8.0733,3.9
6.2693,-4.4463,0.797,9.3319,0.5866
3.0983,-0.6703,2.0619,3.3348,-1.6281
0.5639,-0.3966,4.8804,2.8701,-6.79
0.0491,2.0474,3.2121,-1.516,-3.6945
2.3825,1.3259,1.0081,-0.1725,0.221
0.4752,2.9463,1.6017,-3.2571,-0.8157
-0.5004,2.3093,3.5896,-2.0152,-4.3841
-4.4317,4.5758,5.3831,-6.6428,-7.7478
-4.5482,5.19,4.6742,-8.0118,-6.4005
-5.913,6.0912,4.8366,-10.1337,-6.7071
-5.6448,5.8775,4.8753,-9.6172,-6.7805
-2.9304,5.634,2.0092,-9.0389,-1.5346
-4.134,6.6407,1.6758,-11.5045,-0.9459
-7.1006,6.6078,5.299,-11.4206,-7.5868
-11.7636,7.8706,7.855,-14.838,-12.6512
-15.1217,9.2527,8.2284,-19.1799,-13.423
-13.2001,9.0547,6.8301,-18.5081,-10.5769
-11.5684,8.9873,5.2817,-18.2837,-7.5537
-15.5201,10.1256,6.3127,-22.4058,-9.5525
-14.1866,8.9169,8.0957,-18.0515,-13.1477
-10.7325,6.9142,8.4496,-12.2119,-13.8843
-8.6941,4.7945,9.2793,-7.1236,-15.6443
-2.9384,1.8817,6.6989,-1.2033,-10.3157
1.2331,1.053,2.7953,0.3243,-2.9395
2.5021,0.7509,1.4724,0.8675,-0.5887
5.4794,-5.8464,2.7037,11.3967,-2.7746
4.9094,-5.1734,3.0259,10.4133,-3.3564
7.1529,-9.8841,2.57,17.0015,-2.5344
6.8596,-11.593,3.5908,19.2482,-4.3864
10.0087,-10.6771,-0.9912,18.0521,3.625
8.1677,-6.1764,-0.7499,11.8731,3.2209
6.6178,-2.6329,-1.1069,6.5395,3.818
7.241,-2.3133,-2.3572,6.0316,5.8799
3.402,-1.1736,2.1076,4.1772,-1.7093
4.4775,-2.4708,1.76,6.2825,-1.0942
3.4037,2.2187,-1.5848,-1.8416,4.6115
8.7415,-5.4967,-2.086,10.8878,5.4365
7.1078,-2.34,-2.1221,6.0743,5.4957
8.1776,-3.4795,-2.794,7.8613,6.5898
7.7068,-5.5915,-0.4587,11.0261,2.7308
8.1172,-6.5763,-0.4233,12.4456,2.6711
7.114,-6.2368,0.7871,11.9599,0.6038
6.1288,-7.2281,2.6286,13.3679,-2.6395
9.9065,-12.5549,-0.0311,20.4859,2.0065
10.3992,-14.9023,0.1245,23.4355,1.7415
7.8906,-16.6464,3.8727,25.5698,-4.9056
3.1862,-6.8708,5.8588,12.864,-8.6659
2.6422,-7.3197,6.6154,13.4965,-10.15
0.9775,-3.9922,6.7592,8.6461,-10.4356
3.3818,-6.0682,5.2766,11.7173,-7.544
5.3135,-12.3081,5.5823,20.1701,-8.1308
6.3369,-16.3497,5.5551,25.2099,-8.0784
4.3418,-14.2095,7.1063,22.5748,-11.1298
4.2438,-13.4195,7.0038,21.5835,-10.924
3.1275,-12.6,7.8738,20.5436,-12.6899
5.7399,-11.7702,4.9451,19.4776,-6.9126
6.9431,-12.3848,3.7634,20.2685,-4.7039
7.6646,-13.0166,3.1024,21.0738,-3.495
8.3903,-15.1423,2.8638,23.732,-3.0631
5.9631,-10.3694,4.2011,17.6461,-5.5147
-1.0951,1.4839,5.1102,-0.4628,-7.2264
-2.3916,3.0837,4.9197,-3.5306,-6.8644
-0.7785,2.7594,3.4151,-2.8884,-4.0645
-2.8505,4.7236,3.3638,-6.967,-3.9708
-2.2482,5.5061,1.3367,-8.7397,-0.3514
1.0601,1.8269,2.1909,-1.1004,-1.8572
0.4249,2.9515,1.6614,-3.2675,-0.9205
0.1336,2.3962,2.7156,-2.1822,-2.7961
3.1616,-0.1114,1.4611,2.3808,-0.5689
1.5424,3.2362,-0.2709,-3.8363,2.4134
1.3192,5.994,-5.2193,-9.8976,10.4421
2.372,5.4418,-5.7577,-8.5902,11.2781
0.3981,7.0699,-6.5578,-12.6225,12.5086
-2.282,8.7889,-7.745,-17.6351,14.3092
-2.2697,8.1868,-5.3757,-15.7664,10.6857
-0.8771,8.1961,-8.0577,-15.7943,14.7788
1.3815,6.3372,-6.2444,-10.7396,12.0282
-1.8754,7.6898,-4.3987,-14.3214,9.155
1.9307,4.7862,-3.5388,-7.1053,7.7886
2.9308,2.6078,-1.4144,-2.592,4.3294
4.4876,-2.8262,2.0157,6.8443,-1.5461
4.8003,-2.6887,1.5022,6.6277,-0.6409
2.9412,-4.1541,4.753,8.8915,-6.5492
2.8287,-7.4664,6.4847,13.7019,-9.8915
4.9078,-9.5853,5.1019,16.6018,-7.2106
1.5624,-6.5436,7.3712,12.3991,-11.6642
-0.8709,-1.9491,7.4446,5.4467,-11.813
2.1075,-3.4006,5.2371,7.7395,-7.4684
-3.4923,1.9678,7.1766,-1.3654,-11.2713
-6.2127,3.2506,8.5983,-3.8653,-14.1962
-1.3238,-0.1411,6.6968,2.432,-10.3115
0.0033,0.3205,4.9217,1.6294,-6.8683
3.9764,-1.5679,1.6921,4.8268,-0.9747
7.0017,-4.4722,-0.2141,9.3707,2.3172
3.5381,-1.7285,2.3901,5.0889,-2.2123
5.598,-1.9602,-0.2004,5.4646,2.294
0.7917,-4.9644,7.4251,10.1045,-11.7735
0.6526,-6.5422,8.2355,12.3971,-13.4377
2.3615,-9.1084,7.5617,15.9594,-12.0513
6.4494,-11.2073,3.9399,18.7467,-5.0299
5.2565,-10.8383,5.1686,18.2639,-7.3377
4.8326,-12.1703,6.0525,19.9932,-9.0429
2.293,-8.8271,7.531,15.5778,-11.9886
2.1751,-8.9896,7.7003,15.7985,-12.3341
4.2515,-3.8044,2.9933,8.3599,-3.2973
2.7236,-5.5699,5.7461,10.9947,-8.4472
8.1248,-3.8006,-2.4343,8.3541,6.0056
7.5011,-1.7168,-3.3698,5.0698,7.5178
7.4383,-0.1193,-5.1129,2.3944,10.2761
5.0759,-0.1727,-1.1835,2.4864,3.9457
4.5909,1.4724,-2.4166,-0.4416,5.9767
0.5455,4.808,-1.3782,-7.1536,4.2693
4.1558,1.7945,-2.1654,-1.0398,5.5666
4.2402,3.0229,-4.1756,-3.4093,8.8022
4.6626,-0.3866,-0.3483,2.8531,2.5444
4.4899,1.5274,-2.3302,-0.5431,5.8359
6.1531,-0.9389,-2.0161,3.7862,5.3218
6.5659,-0.8119,-2.8079,3.5734,6.6124
4.1018,2.4256,-2.9874,-2.2389,6.9025
6.1837,1.9137,-5.7817,-1.2636,11.3152
4.3354,2.6281,-3.6879,-2.6317,8.0268
6.272,-1.0124,-2.125,3.9091,5.5003
2.9453,1.4162,0.1226,-0.3381,1.7446
0.9963,0.0545,4.0126,2.0937,-5.1645
1.4259,-2.2699,5.2757,5.9624,-7.5423
3.9797,-5.7573,4.4511,11.2674,-5.9815
5.4888,-6.4297,3.0105,12.2364,-3.3285
3.373,-5.9712,5.239,11.5774,-7.4721
4.1944,-13.1918,6.9931,21.2958,-10.9027
3.262,-12.3773,7.6866,20.2588,-12.3061
4.2422,-15.1875,7.4344,23.7877,-11.7924
4.5032,-10.0925,5.727,17.2789,-8.4102
6.882,-12.7821,3.9655,20.7758,-5.0772
7.5567,-11.009,2.5163,18.4876,-2.4382
5.6721,-6.3624,2.7471,12.1401,-2.8526
1.5285,-2.4091,5.2542,6.1845,-7.501
-2.1367,1.6028,6.1222,-0.6827,-9.179
3.7221,-0.258,0.8472,2.6331,0.4999
-0.0565,3.6276,1.385,-4.6333,-0.4358
1.1666,4.2,-1.2386,-5.8322,4.0374
-0.2773,5.8531,-2.208,-9.5586,5.6362
1.4887,3.5862,-0.72,-4.5482,3.1706
5.6327,0.3958,-2.7036,1.4972,6.4434
6.0428,0.7507,-3.8315,0.8678,8.2558
8.1201,0.6494,-7.4654,1.0483,13.8878
8.3324,1.3335,-9.0064,-0.1863,16.1916
9.2857,1.2109,-10.8437,0.0377,18.8809
8.0327,0.4156,-6.9466,1.4623,13.1014
7.1081,1.6535,-7.094,-0.7768,13.3254
4.5558,3.3749,-5.3537,-4.1168,10.6514
5.3419,1.3544,-3.4761,-0.2247,7.6882
5.5107,3.2126,-6.8166,-3.7889,12.9036
-0.289,6.3689,-3.3904,-10.8184,7.5509
-2.253,7.102,-2.0899,-12.7079,5.4428
-3.4444,7.1045,-0.3045,-12.7148,2.4704
-3.3822,6.0657,1.8153,-10.0714,-1.1917
0.486,3.0163,1.496,-3.3962,-0.6302
1.7616,2.0444,1.0103,-1.5103,0.2171
4.295,0.9728,-1.3204,0.4693,4.1734
4.1263,1.3048,-1.4757,-0.1337,4.431
4.6228,0.0006,-0.6969,2.1871,3.1319
0.1164,-1.6238,6.2486,4.9181,-9.4266
1.6288,-1.9333,4.8237,5.421,-6.6827
-0.4304,-1.1403,6.4901,4.1219,-9.902
-0.1542,-3.3299,7.5278,7.6301,-11.9822
-8.7825,7.0748,6.2938,-12.6358,-9.5154
-14.6475,9.3003,7.6713,-19.3443,-12.2748
-18.5389,10.4935,8.147,-23.9255,-13.2539
-18.4916,10.1283,9.138,-22.4167,-15.3411
-17.9753,8.5138,11.9527,-16.7638,-21.6781
-17.0725,8.5856,11.1637,-16.9882,-19.8336
-11.6914,8.3772,6.8095,-16.3423,-10.5358
-11.4723,8.5599,6.1929,-16.9077,-9.3174
-3.5707,5.9836,2.2107,-9.8724,-1.8925
-1.4013,5.0601,0.9716,-7.7173,0.2843
9.8362,-8.3576,-1.941,14.9362,5.1986
11.0868,-10.4481,-2.7762,17.7501,6.5611
12.3949,-13.9101,-3.2979,22.2005,7.4025
13.5413,-13.4155,-5.4991,21.5785,10.8773
